"file","anchor","origin","start_line","end_line","host_line","source_class","detector","excerpt","required_classes","registered_classes","registered_ids","covered"
"book/chapters/27-what-the-simulation-settled.qmd","sec-ch27","book/chapters/27-what-the-simulation-settled.qmd",24,28,,"simulation","text:simulation_volume","A reader who wants the full evidentiary record, from design and gates to diagnostics and sensitivity, should read the simulation volume itself. What belongs here is narrower: which of this book's claims now carry evidence, which carry a qua","simulation","simulation","CB-026",TRUE
"book/chapters/27-what-the-simulation-settled.qmd","sec-ch27-record","book/figures/F-evidence-forest.md",1,1,51,"simulation","citation:lee_simulation_2026;text:simulation_volume|companion_simulation","**The companion simulation's confirmatory record, on one axis.** Point estimates and 95% intervals for the five preregistered hypotheses (blue), the two secondary hypotheses (green), and the calibration control (grey), on the log loss-ratio","simulation","simulation | case_study","CB-060 | CB-061",TRUE
"book/chapters/27-what-the-simulation-settled.qmd","sec-ch27-record","book/chapters/27-what-the-simulation-settled.qmd",82,94,,"case_study","text:case_study_volume","**The individual-score prediction held, with its exception quantified.** The predicted modest effect on individuals resolved into H4's non-inferiority verdict (the flexible pipeline is about seven percent *better* on average over the opport","case_study","simulation | case_study","CB-060 | CB-061",TRUE
"book/chapters/27-what-the-simulation-settled.qmd","sec-ch27-verdicts","book/figures/F-prediction-map.md",1,1,191,"simulation","citation:lee_simulation_2026;text:simulation_volume","**Three predictions, three verdicts.** The goal-specific predictions @sec-ch13-goal stated as mechanisms, next to what the preregistered simulation returned for each [@lee_simulation_2026]. The individual-score prediction held with a quanti","simulation","simulation","CB-063",TRUE
"book/chapters/27-what-the-simulation-settled.qmd","sec-ch27-sources","book/chapters/27-what-the-simulation-settled.qmd",217,232,,"simulation","citation:lee_simulation_2026;text:simulation_volume","Every number in this chapter is read at build time from the simulation volume's frozen fact store (`data/derived/book-facts.rds` of that repository) or from tables derived from it by `code/R/20-evidence-tables.R`, with the headline values a","simulation","simulation","CB-064",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28","book/chapters/28-what-real-tests-look-like.qmd",9,18,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","Three empirical questions ran through this book with placeholders where numbers should be. What reliability do real tests actually deliver (@sec-ch01, @sec-ch08)? How often are real latent-trait distributions non-normal, and in what way (@s","case_study","case_study","CB-065",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28","book/chapters/28-what-real-tests-look-like.qmd",20,27,,"case_study","text:case_study_volume","One vocabulary rule needs stating before the case-study results, because this book must not launder a distinction its source is scrupulous about. The case-study volume has no access to truth and therefore issues no correctness claims; its r","case_study","case_study","CB-065",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-reliability","book/chapters/28-what-real-tests-look-like.qmd",31,35,,"irw_reliability","citation:lee_reliability-distribution_2026;text:warehouse_reliability","The Warehouse reliability study applied the same estimators under the same rules to 889 item-response datasets, with no reporting filter and no author discretion, and measured the distribution of marginal reliability that psychological meas","irw_reliability","simulation | irw_reliability","CB-027 | CB-098",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-reliability","book/figures/F-irw-reliability.md",1,1,40,"irw_reliability","citation:lee_reliability-distribution_2026","**The reliability real item-response data actually deliver.** Cumulative distributions of marginal reliability in the complete Item Response Warehouse analysis [@lee_reliability-distribution_2026]. The EAP empirical series contains 889 nonm","irw_reliability","simulation | irw_reliability","CB-027 | CB-098",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-reliability","book/chapters/28-what-real-tests-look-like.qmd",59,73,,"simulation","text:companion_simulation","Three of its findings matter here. **Low reliability is common**: even under the lenient definition a third of datasets sit below .80, and under the strict one half do. The design range the companion simulation walks, tiers .5 through .9, i","simulation","simulation | irw_reliability","CB-027 | CB-098",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-shapes","book/chapters/28-what-real-tests-look-like.qmd",83,89,,"irw_shape","citation:lee_theta-nonnormality_2026;text:warehouse_shape","@sec-ch13 closed the sum-score route to latent-shape evidence and named the route that remains: fit a flexible $G$ and look at it, with the caution that the look is only as good as the regularization. The Warehouse shape study executed that","irw_shape","simulation | irw_shape","CB-028 | CB-099",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-shapes","book/figures/F-irw-shapes.md",1,1,94,"irw_shape","citation:lee_theta-nonnormality_2026","**Estimated latent distributions in real data are routinely non-normal, and the common departure is skew, not bimodality.** Left: the KS distance between each dataset's flexibly estimated latent distribution and its normal calibration, acro","irw_shape","simulation | irw_shape","CB-028 | CB-099",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-shapes","book/figures/F-irw-shapes.md",1,1,94,"simulation","text:companion_simulation","**Estimated latent distributions in real data are routinely non-normal, and the common departure is skew, not bimodality.** Left: the KS distance between each dataset's flexibly estimated latent distribution and its normal calibration, acro","simulation","simulation | irw_shape","CB-028 | CB-099",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-shapes","book/chapters/28-what-real-tests-look-like.qmd",104,124,,"simulation","text:companion_simulation","The headline is that departures are the norm, not the exception: the median dataset's flexible estimate sits .109 from its normal calibration in cumulative probability, a majority sit beyond .10, and nearly a fifth beyond .20. The morpholog","simulation","simulation | irw_shape","CB-028 | CB-099",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-floor","book/chapters/28-what-real-tests-look-like.qmd",128,130,,"case_study","text:case_study_volume","Both censuses impose a floor of several hundred respondents, and the case-study volume's null calibration explains why with a result this book adopts as a standing caution.","case_study","case_study","CB-031",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-floor","book/figures/F-shape-null.md",1,1,135,"case_study","citation:lee_casestudy_2026;text:case_study_volume","**Below a few hundred respondents, an estimated latent shape is mostly artefact.** The case-study volume refitted truly normal data at its own cases' design sizes [@lee_casestudy_2026]: at one hundred respondents and twelve items, 95 percen","case_study","case_study","CB-031",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-floor","book/chapters/28-what-real-tests-look-like.qmd",145,155,,"case_study","text:case_study_volume","At one hundred respondents and twelve items, 95 percent of truly normal replicates show a dip statistic beyond .03, which is spurious bimodality, and the refitted estimate sits a median .196 from its own normal truth, larger than the real-d","case_study","case_study","CB-031",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-moves","book/chapters/28-what-real-tests-look-like.qmd",159,162,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The case-study volume fitted its thirteen cases under both item models and all three priors, read all three summaries from each fit, and asked, output family by output family against thresholds declared before fitting, what *materially* dif","case_study","case_study | simulation","CB-030 | CB-066",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-moves","book/chapters/28-what-real-tests-look-like.qmd",182,203,,"case_study","citation:lee_casestudy_2026","One of the second edition's new decompositions cuts against an easy transfer of @sec-ch27-levers, and this book states it rather than smoothing it over. On the sixteen non-normal case-cells, the *prior* swap displaces the reported distribut","case_study","case_study | simulation","CB-030 | CB-066",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-verdict","book/chapters/28-what-real-tests-look-like.qmd",253,273,,"case_study","citation:lee_casestudy_2026","The second edition adds an explicitly **unpreregistered** layer the first could not have: it joins each placed case-cell to its matched cell in the simulation's grid and reads out, per goal, what the volume with truth recommends there [@lee","case_study","case_study | simulation","CB-035 | CB-067",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-sources","book/chapters/28-what-real-tests-look-like.qmd",277,309,,"case_study","citation:lee_casestudy_2026;text:case_study_book","The reliability census is @lee_reliability-distribution_2026 and is read from its frozen complete 889-unit analysis snapshot; its public derived release has 879 rows because ten cannot be redistributed. The prevalence census is @lee_theta-n","case_study","case_study | simulation | irw_reliability | irw_shape","CB-068 | CB-069 | CB-100 | CB-101",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-sources","book/chapters/28-what-real-tests-look-like.qmd",277,309,,"companion_pair","text:companion-volumes","The reliability census is @lee_reliability-distribution_2026 and is read from its frozen complete 889-unit analysis snapshot; its public derived release has 879 rows because ten cannot be redistributed. The prevalence census is @lee_theta-n","simulation | case_study","case_study | simulation | irw_reliability | irw_shape","CB-068 | CB-069 | CB-100 | CB-101",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-sources","book/chapters/28-what-real-tests-look-like.qmd",277,309,,"irw_reliability","citation:lee_reliability-distribution_2026;text:reliability_corpus","The reliability census is @lee_reliability-distribution_2026 and is read from its frozen complete 889-unit analysis snapshot; its public derived release has 879 rows because ten cannot be redistributed. The prevalence census is @lee_theta-n","irw_reliability","case_study | simulation | irw_reliability | irw_shape","CB-068 | CB-069 | CB-100 | CB-101",TRUE
"book/chapters/28-what-real-tests-look-like.qmd","sec-ch28-sources","book/chapters/28-what-real-tests-look-like.qmd",277,309,,"irw_shape","citation:lee_theta-nonnormality_2026","The reliability census is @lee_reliability-distribution_2026 and is read from its frozen complete 889-unit analysis snapshot; its public derived release has 879 rows because ten cannot be redistributed. The prevalence census is @lee_theta-n","irw_shape","case_study | simulation | irw_reliability | irw_shape","CB-068 | CB-069 | CB-100 | CB-101",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29","book/chapters/29-evidence-settles-reopens.qmd",3,11,,"companion_pair","text:companion-volumes","@sec-ch23 closed the first edition of this book with a ledger of open problems, each tagged with whose problem it was. Two companion volumes and two corpus studies later, the honest bookkeeping is to walk the ledger again. None of the nine ","simulation | case_study","simulation | case_study | irw_reliability | irw_shape","CB-102 | CB-103 | CB-104 | CB-105",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29","book/chapters/29-evidence-settles-reopens.qmd",3,11,,"irw_pair","text:corpus-or-warehouse-studies","@sec-ch23 closed the first edition of this book with a ledger of open problems, each tagged with whose problem it was. Two companion volumes and two corpus studies later, the honest bookkeeping is to walk the ledger again. None of the nine ","irw_reliability | irw_shape","simulation | case_study | irw_reliability | irw_shape","CB-102 | CB-103 | CB-104 | CB-105",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-ledger","book/chapters/29-evidence-settles-reopens.qmd",21,31,,"companion_pair","text:companion-volumes","| Ledger item | Status | Evidence strength | Scope of this disposition | Next owner | |---|---|---|---|---| | OP-01 — finite-$N$ DPM behaviour | **Open; finite-grid performance bounded** | Indirect registered simulation results on losses; O","simulation | case_study","simulation | case_study","CB-106 | CB-107",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-settled","book/chapters/29-evidence-settles-reopens.qmd",56,67,,"case_study","text:case_study_volume","**Whether ""flexible when in doubt"" carries a hidden individual-score cost.** The pooled confirmatory H4 result prices the mean: about seven percent *better* on average over the opportunity region. Its seven-cell bimodal, low-reliability loc","case_study","case_study | simulation | irw_reliability | irw_shape","CB-108 | CB-109 | CB-110 | CB-111",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-settled","book/chapters/29-evidence-settles-reopens.qmd",56,67,,"simulation","text:simulation_volume","**Whether ""flexible when in doubt"" carries a hidden individual-score cost.** The pooled confirmatory H4 result prices the mean: about seven percent *better* on average over the opportunity region. Its seven-cell bimodal, low-reliability loc","simulation","case_study | simulation | irw_reliability | irw_shape","CB-108 | CB-109 | CB-110 | CB-111",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-settled","book/chapters/29-evidence-settles-reopens.qmd",69,79,,"irw_reliability","text:reliability_corpus","**Where real tests sit on the axes the theory cares about.** The reliability corpus puts a third to a half of real datasets below .80 depending on the definition; the shape corpus puts the median latent estimate .109 from its normal calibra","irw_reliability","case_study | simulation | irw_reliability | irw_shape","CB-108 | CB-109 | CB-110 | CB-111",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-settled","book/chapters/29-evidence-settles-reopens.qmd",69,79,,"irw_shape","text:shape_corpus","**Where real tests sit on the axes the theory cares about.** The reliability corpus puts a third to a half of real datasets below .80 depending on the definition; the shape corpus puts the median latent estimate .109 from its normal calibra","irw_shape","case_study | simulation | irw_reliability | irw_shape","CB-108 | CB-109 | CB-110 | CB-111",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-sharpened","book/chapters/29-evidence-settles-reopens.qmd",97,105,,"case_study","text:case_study_volume","The exploratory simulation decomposition places the **summary lever above the prior lever** on distributional losses in the visited grid, by a factor and a variance share that were nobody's prediction (@sec-ch27-levers). Part VI's architect","case_study","case_study","CB-112",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-open","book/chapters/29-evidence-settles-reopens.qmd",117,120,,"simulation","text:companion_simulation","**Separating the reliability bundle.** The companion simulation's own discussion names the next design — vary discrimination at fixed test length — and the collinearity diagnostic (@sec-ch25-ladder) is the reason it is needed. Until it runs","simulation","simulation | case_study","CB-029 | CB-113",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-open","book/chapters/29-evidence-settles-reopens.qmd",129,136,,"case_study","text:case_study_volume","**Polytomous and beyond.** Every result in the evidence base is binary. The case-study volume's screening records that roughly three quarters of the shape-measured Warehouse corpus is polytomous and therefore outside the current software's ","case_study","simulation | case_study","CB-029 | CB-113",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-open","book/chapters/29-evidence-settles-reopens.qmd",138,146,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","**The elicitation cap.** The concentration-elicitation machinery this book recommends (@sec-ch15-elicitation) is implemented with an Antoniak tabulation that stops at five hundred persons in the current release of its package — the case-stu","case_study","simulation | case_study","CB-029 | CB-113",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-boundary","book/chapters/29-evidence-settles-reopens.qmd",150,159,,"case_study","text:case_study_volume","Nothing in the two evidence chapters moves the division of labour this book declared at the outset. Correctness claims live in the simulation volume; consequence claims live in the case-study volume; the theory lives here, and it cites the ","case_study","case_study | simulation","CB-114 | CB-115",TRUE
"book/chapters/29-evidence-settles-reopens.qmd","sec-ch29-boundary","book/chapters/29-evidence-settles-reopens.qmd",150,159,,"simulation","text:simulation_volume","Nothing in the two evidence chapters moves the division of labour this book declared at the outset. Correctness claims live in the simulation volume; consequence claims live in the case-study volume; the theory lives here, and it cites the ","simulation","case_study | simulation","CB-114 | CB-115",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",30,35,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","| | Question it answers | Authority for | |---|---|---| | **This book** | What is the mathematics, and who established it? | Definitions, classical results, identification, the literature genealogy, decision-theoretic justifications | | The","case_study","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",30,35,,"simulation","citation:lee_simulation_2026;text:simulation_volume","| | Question it answers | Authority for | |---|---|---| | **This book** | What is the mathematics, and who established it? | Definitions, classical results, identification, the literature genealogy, decision-theoretic justifications | | The","simulation","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",37,44,,"irw_pair","text:corpus-or-warehouse-studies","Around these sit the software the models are fitted with — `DPMirt` [@lee_dpmirt_2026], `DPprior` [@lee_dpprior_2026], and `IRTsimrel` [@lee_irtsimrel_2026] — the two methods papers the packages implement [@lee_reliability-targeted_2026; @l","irw_reliability | irw_shape","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",37,44,,"irw_reliability","citation:lee_reliability-distribution_2026","Around these sit the software the models are fitted with — `DPMirt` [@lee_dpmirt_2026], `DPprior` [@lee_dpprior_2026], and `IRTsimrel` [@lee_irtsimrel_2026] — the two methods papers the packages implement [@lee_reliability-targeted_2026; @l","irw_reliability","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",37,44,,"irw_shape","citation:lee_theta-nonnormality_2026","Around these sit the software the models are fitted with — `DPMirt` [@lee_dpmirt_2026], `DPprior` [@lee_dpprior_2026], and `IRTsimrel` [@lee_irtsimrel_2026] — the two methods papers the packages implement [@lee_reliability-targeted_2026; @l","irw_shape","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",48,52,,"companion_pair","text:companion-volumes","| Zone | Role | Boundary rule | |---|---|---| | **Parts I--VII** | Rasch-centred theory spine | Definitions, mechanisms, sourced results, and derivations lead. A realized companion result may enter only as a registered, explicitly attribute","simulation | case_study","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",135,147,,"companion_generic","text:companion-volume-or-book","**What that machinery does and does not guarantee is worth stating exactly, because an earlier edition of this page overstated it.** Every table and figure is generated by a script in `code/R/` and regenerated on every build, so a displayed","simulation OR case_study","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
"book/index.qmd","sec-index-about","book/index.qmd",149,152,,"companion_generic","text:companion-volume-or-book","The registers that make the provenance checkable are under `manifest/`: every numbered result, every notation symbol, every declared restatement from the companion volume, every reviewer comment and the section that answers it, and the runn","simulation OR case_study","simulation | case_study | irw_reliability | irw_shape","CB-001 | CB-038 | CB-116 | CB-117",TRUE
