"audit_id","key","book_file","book_line","source_locator","verified_claim","role","verified_on"
"NARR-FOX-REDEFINING-2025-10-BAYESIAN-HIERARCHICAL-RASCH","fox_redefining_2025","book/chapters/10-bayesian-hierarchical-rasch.qmd",262,"local PDF pages 4/1/2; strongest full-text match p. 4 on: easy, integrating, analytically, straightforward, obtain, requires, incidental, simulation","**Small samples.** Where $P$ is small the incidental-parameter difficulty of @thm-neyman-scott is at its worst and the asymptotics of @eq-sem are least trustworthy. Gilholm et al. [-@gilholm_bayesian_2021] fit hierarchical multidimensional IRT to small, sparse samples for exactly this reason, and Fox [-@fox_redefining_2025] takes the more radical route of integrating the person factor out analytically to obtain a model that behaves in small samples. Neither is this programme's setting — the simulation uses hundreds of persons — so the argument is real but is not what carries the case here, and overstating it would be easy. The uncertainty-propagation argument quotes Patz and Junker [-@patz_straightforward_1999]; the small-sample arguments are Gilholm et al. [-@gilholm_bayesian_2021] and Fox [-@fox_redefining_2025], read at the level of their stated aims rather than their derivations, which is all the claim here requires. Albert [-@albert_bayesian_1992] is cited for data augmentation under the normal ogive and Bürkner [-@burkner_bayesian_2021] for the Stan route.","claim-bearing narrative citation","2026-08-06"
"NARR-GELMAN-BAYESIAN-2013-02-NOTATION-AND-FRAMEWORKS","gelman_bayesian_2013","book/chapters/02-notation-and-frameworks.qmd",246,"local PDF pages 306/312/252; strongest full-text match p. 306 on: named, machine, introduction, ppendix, data","The data-structure notation and the level vocabulary of @sec-ch02-levels follow the Appendix A draft prepared for the APM revision (§§ A.2, A.4.3, A.5), which in turn follows @fox_bayesian_2010 and @debelak_introduction_2022 for the hierarchical framing and @gelman_bayesian_2013 for the level terminology. That draft carries no citation authority in this book — it is machine-generated and unreconciled — and every statement taken from it has been re-derived or checked against the source named here.","claim-bearing narrative citation","2026-08-06"
"NARR-GELMAN-PRIOR-2006-10-BAYESIAN-HIERARCHICAL-RASCH","gelman_prior_2006","book/chapters/10-bayesian-hierarchical-rasch.qmd",193,"local PDF pages 3/14/7; strongest full-text match p. 3 on: comfortably, limiting, cannot, simply, sensitive, because, proper, value","::: {.callout-note appearance=""simple""} ::: {.ms} **What the inverse-gamma pathology does and does not say here.** Gelman [-@gelman_prior_2006, §§ 2.1–2.2] shows that the inverse-gamma$(\epsilon, \epsilon)$ family — the $\text{IG}(0.001, 0.001)$ that older software offered as ""noninformative"" — has *no proper limiting posterior* as $\epsilon \to 0$, so inferences remain sensitive to $\epsilon$ and it ""cannot simply be comfortably set to a low value."" Elsewhere in the paper Gelman develops uniform and half-$t$ alternatives on the standard-deviation scale; that recommendation is not attributed to §§ 2.1–2.2. The inverse-gamma discussion is Gelman [-@gelman_prior_2006, §§ 2.1–2.2], read directly; the qualification that its regime is small-$J$ and that @eq-hyperpriors is not of the $(\epsilon,\epsilon)$ form is this book's, and is stated because the citation is otherwise routinely made without it. The moments of $\text{Inv-Gamma}(2.01, 1.01)$ are computed from the standard formulas.","claim-bearing narrative citation","2026-08-06"
"NARR-GILHOLM-BAYESIAN-2021-10-BAYESIAN-HIERARCHICAL-RASCH","gilholm_bayesian_2021","book/chapters/10-bayesian-hierarchical-rasch.qmd",261,"local PDF pages 4/3/2; strongest full-text match p. 4 on: real, simulation, easy, obtain, samples, sparse, parameter, multidimensional","**Small samples.** Where $P$ is small the incidental-parameter difficulty of @thm-neyman-scott is at its worst and the asymptotics of @eq-sem are least trustworthy. Gilholm et al. [-@gilholm_bayesian_2021] fit hierarchical multidimensional IRT to small, sparse samples for exactly this reason, and Fox [-@fox_redefining_2025] takes the more radical route of integrating the person factor out analytically to obtain a model that behaves in small samples. Neither is this programme's setting — the simulation uses hundreds of persons — so the argument is real but is not what carries the case here, and overstating it would be easy. The uncertainty-propagation argument quotes Patz and Junker [-@patz_straightforward_1999]; the small-sample arguments are Gilholm et al. [-@gilholm_bayesian_2021] and Fox [-@fox_redefining_2025], read at the level of their stated aims rather than their derivations, which is all the claim here requires. Albert [-@albert_bayesian_1992] is cited for data augmentation under the normal ogive and Bürkner [-@burkner_bayesian_2021] for the Stan route.","claim-bearing narrative citation","2026-08-06"
"NARR-GIORDANO-EVALUATING-2022-15-DIRICHLET-PROCESS","giordano_evaluating_2022","book/chapters/15-dirichlet-process.qmd",288,"local PDF pages 2/1/3; strongest full-text match p. 2 on: literature, onte, arlo, consequences, should, method, tools, make","This is not this book's discovery and should not be presented as one. It is a known problem with a literature. Greve et al. [-@greve_spying_2022] identify precisely this as ""a major empirical challenge"" — characterizing the prior a flexible cluster-count specification induces on the partition — and provide tools for inspecting it. Giordano et al. [-@giordano_evaluating_2022] make the complementary point that because these models are so flexible ""the consequences of prior choices can be opaque,"" while prior choice ""can have a substantial effect on posterior inferences,"" and give a method for quantifying sensitivity to the stick-breaking prior specifically. @fig-k-alpha is computed exactly from @eq-antoniak-pmf on the log scale. @fig-stick-crp's right panel is simulated from @eq-stick with a fixed seed; the medians and exceedance probabilities quoted in @sec-ch15-unintended are from that simulation and are Monte Carlo estimates, not exact values. The generated values are frozen in `tables/F-stick-crp-summary.rds` with a CSV mirror in `tables/supplement/`. The phenomenon they illustrate is Greve et al.'s [-@greve_spying_2022] and Giordano et al.'s [-@giordano_evaluating_2022], and is presented as theirs.","claim-bearing narrative citation","2026-08-06"
"NARR-GNALDI-MULTILEVEL-2016-14-FLEXIBLE-ALTERNATIVES","gnaldi_multilevel_2016","book/chapters/14-flexible-alternatives.qmd",86,"local PDF pages 2/17/12; strongest full-text match p. 2 on: heterogeneity, part, evaluation, islevy, population, take, 2008, 2001","Bolt et al. [-@bolt_mixture_2001] use a mixture item response model to capture discrete latent classes with different propensities toward response categories — a mixture over *people*, motivated substantively. Gnaldi et al. [-@gnaldi_multilevel_2016] extend this to a multilevel finite mixture that clusters both students and schools into ability classes. Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] take the more direct route of putting a normal mixture on the ability distribution itself in a Bayesian 3PL, ""allowing for features like skewness, multimodality and heavy tails."" Cheng and Meng [-@cheng_estimating_2025] revisit Gaussian-mixture IRT and note that it doubles as a tool for exploring latent heterogeneity, their contribution being a stochastic-approximation EM algorithm to make the computation tractable. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-GREEN-TECHNICAL-1984-08-RELIABILITY","green_technical_1984","book/chapters/08-reliability.qmd",448,"local PDF pages 12/6/4; strongest full-text match p. 12 on: technical, steps, 1984, form, large, reliability","$\rho_\Theta$ in @eq-functionals adapts the unit-variance expression of Green et al. [-@green_technical_1984] as given by Andersson and Xin [-@andersson_large_2018, eq. 13] following Cheng et al. [-@cheng_comparison_2012]. The outer inequality of @thm-jensen-sandwich is Theorem 1 of the reliability-targeting package's theory vignette, restated; the inner placement and the proof as organized here are derived, and neither is claimed as novel — both steps are Jensen's inequality. @prp-mean-weight is derived here and corresponds to equations (C.23)–(C.24) of the Appendix C draft, which gives the inequality but not, in its earlier form, the working-approximation qualification; that qualification is logged as `C-006`.","claim-bearing narrative citation","2026-08-06"
"NARR-GREVE-SPYING-2022-15-DIRICHLET-PROCESS","greve_spying_2022","book/chapters/15-dirichlet-process.qmd",285,"local PDF pages 1/2/3; strongest full-text match p. 1 on: 2022, illustrate, major, challenge, reve, empirical, flexible, partition","This is not this book's discovery and should not be presented as one. It is a known problem with a literature. Greve et al. [-@greve_spying_2022] identify precisely this as ""a major empirical challenge"" — characterizing the prior a flexible cluster-count specification induces on the partition — and provide tools for inspecting it. Giordano et al. [-@giordano_evaluating_2022] make the complementary point that because these models are so flexible ""the consequences of prior choices can be opaque,"" while prior choice ""can have a substantial effect on posterior inferences,"" and give a method for quantifying sensitivity to the stick-breaking prior specifically. @fig-k-alpha is computed exactly from @eq-antoniak-pmf on the log scale. @fig-stick-crp's right panel is simulated from @eq-stick with a fixed seed; the medians and exceedance probabilities quoted in @sec-ch15-unintended are from that simulation and are Monte Carlo estimates, not exact values. The generated values are frozen in `tables/F-stick-crp-summary.rds` with a CSV mirror in `tables/supplement/`. The phenomenon they illustrate is Greve et al.'s [-@greve_spying_2022] and Giordano et al.'s [-@giordano_evaluating_2022], and is presented as theirs.","claim-bearing narrative citation","2026-08-06"
"NARR-GUTTMAN-BASIS-1945-08-RELIABILITY","guttman_basis_1945","book/chapters/08-reliability.qmd",59,"local PDF pages 15/20/28; strongest full-text match p. 15 on: form, variable, total, about, variance, bound, covariances, item","with $V_i$ the item variances and $V_t$ the total-score variance, is a lower bound on $\rho_{XX'}$ under any model — a result van der Ark [-@ark_standard_2025, p. 1680] attributes to Lord and Novick (1968, Theorem 4.4.3). Guttman's $\lambda_2$ [@guttman_basis_1945, § 13] is a sharper lower bound using the squared inter-item covariances, and Guttman's $\lambda_3$ is $\alpha$ [@ark_standard_2025, p. 1687]. Three things follow that are worth saying flatly, because each is regularly got wrong: $\alpha$ is a bound and not an estimate; it is a statement about the sum score and not about a latent variable; and it is not a measure of unidimensionality [@sijtsma_use_2009]. @eq-alpha is Cronbach [-@cronbach_coefficient_1951]; the held copy is unpaginated OCR, so no page locator is given and the equation is identified by form. The lower-bound status and the $\lambda_3 = \alpha$ identity are van der Ark [-@ark_standard_2025, pp. 1680, 1687]; $\lambda_2$ is Guttman [-@guttman_basis_1945, § 13].","claim-bearing narrative citation","2026-08-06"
"NARR-HUSSEY-ABERRANT-2025-08-RELIABILITY","hussey_aberrant_2025","book/chapters/08-reliability.qmd",405,"local PDF pages 1/2/17; strongest full-text match p. 1 on: hussey, 2025, alpha, published, make, threshold, rather, about","The thresholds $0.70$, $0.80$ and $0.90$ have no derivation. They are conventions, and their provenance is thinner than their authority. Nunnally's textbook is the usual citation and is regularly cited for a threshold he stated with qualifications about research stage that the citing literature drops; Sijtsma [-@sijtsma_use_2009] and Cronbach and Shavelson [-@cronbach_my_2004] both make the point at length. Hussey et al. [-@hussey_aberrant_2025] supply the empirical signature of a convention operating as a gate rather than a description: an aberrant pile-up of published $\alpha$ values just above $.70$.","claim-bearing narrative citation","2026-08-06"
"NARR-ISHWARAN-MARKOV-2000-15-DIRICHLET-PROCESS","ishwaran_markov_2000","book/chapters/15-dirichlet-process.qmd",230,"local PDF pages 7/3/1; strongest full-text match p. 7 on: work, conjugate, directly, details, components, finite, sample, approximation","**Marginal (collapsed) samplers** integrate $G$ out and work with the Pólya urn predictive rule of @thm-crp, updating cluster memberships one at a time. Neal [-@neal_markov_2000] is the standard catalogue, including the algorithms that handle non-conjugate kernels. **Blocked samplers** truncate @eq-stick at a finite number of components and sample the weights and locations directly; Ishwaran and Zarepour [-@ishwaran_markov_2000] study the approximation error this truncation incurs. Computation follows Neal [-@neal_markov_2000] and Ishwaran and Zarepour [-@ishwaran_markov_2000] at the level of what each family of algorithm does; no algorithm is reproduced here and none of the book's claims depends on the details.","claim-bearing narrative citation","2026-08-06"
"NARR-ISHWARAN-MARKOV-2000-16-DPM-PRIORS","ishwaran_markov_2000","book/chapters/16-dpm-priors.qmd",71,"local PDF pages 1/17/7; strongest full-text match p. 1 on: ishwaran, 2000, blocked, components, finite, approximation, truncation, sampler","Equivalently, in the CRP representation of @thm-crp, each person carries a cluster label $z_p$ with $\mathbf{z} \sim \mathrm{CRP}(\alpha, P)$ and $\theta_p \mid z_p \sim N(\tilde\mu_{z_p}, \tilde\sigma^2_{z_p})$. This is what the package actually samples, and @thm-crp is the guarantee that it is the same model as @eq-dpm-irt rather than an approximation to it. The finite truncation at $M$ components in a blocked sampler *is* an approximation, and Ishwaran and Zarepour [-@ishwaran_markov_2000] study what it costs.","claim-bearing narrative citation","2026-08-06"
"NARR-JAMES-ESTIMATION-1992-12-EMPIRICAL-BAYES-TRADITION","james_estimation_1992","book/chapters/12-empirical-bayes-tradition.qmd",23,"local PDF pages 2/1/18; strongest full-text match p. 2 on: origin, taken, work, explicit, proved, inadmissible, estimation, admissibility","Stein [-@stein_inadmissibility_1956] proved the inadmissibility; James and Stein [-@james_estimation_1992, § 2] gave the explicit estimator. With $X \sim N(\xi, \mathbf{I}_p)$, @eq-james-stein, the risk expression, the value $2$ at the origin, the limit $p$, the admissibility of the obvious estimator for $p \le 2$, and the remark that @eq-james-stein is itself inadmissible were all read in James and Stein [-@james_estimation_1992, § 2]. Per DECISIONS (a4) the work is cited as the 1961 original and locators are taken from the held 1992 reprint pagination. The priority for inadmissibility is Stein [-@stein_inadmissibility_1956], which James and Stein credit as their reference [14] and which is held; @sec-ch12-stein attributes it accordingly.","claim-bearing narrative citation","2026-08-06"
"NARR-KAPPUS-NONPARAMETRIC-2020-14-FLEXIBLE-ALTERNATIVES","kappus_nonparametric_2020","book/chapters/14-flexible-alternatives.qmd",124,"local PDF pages 31/1/3; strongest full-text match p. 31 on: latent, including, mixture, 2016, 2007, 2008, 2018, ayesian","The most permissive option treats the problem as one of inverse estimation. Kappus et al. [-@kappus_nonparametric_2020] consider the mixed-effect Rasch model with persons drawn from a large population and estimate the ability density under nonparametric constraints, posing it explicitly as a **statistical linear inverse problem**. This is the same structure as the deconvolution of @sec-ch12-deconvolution: the observable is the latent variable convolved with response noise, and recovering the latent density means deconvolving. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-LI-SUMMED-2018-13-NON-NORMALITY","li_summed_2018","book/chapters/13-non-normality.qmd",119,"local PDF pages 2/23/4; strongest full-text match p. 2 on: symptoms, disorders, positively, skewed, subpopulations, combined, suspect, selection","Li and Cai [-@li_summed_2018] use the summed score to test latent-distribution fit, and @prp-sumscore is not an objection to their work. The difference is what the observed score distribution is compared *against*. Reading a score histogram and judging whether it looks normal compares it against a normal shape, which @prp-sumscore shows is the wrong comparison. Li and Cai compare the observed summed-score distribution against the **model-implied** one — @eq-sumscore evaluated under the fitted model — so the conditional binomial noise, the item parameters and the boundedness are all already inside the reference. Their statistics are, in their words, focused: powerful against latent distributional violations and correctly insensitive to multidimensionality, and they report that the limited-information index $M_2$ has considerably lower power against latent non-normality than the summed-score indices do. **Testing distributional fit directly.** Li and Cai's [-@li_summed_2018] summed-score likelihood indices, with their Satorra–Bentler moment adjustment, are the current form of this. They test the latent distribution specifically rather than overall model fit, which is what makes them evidence about $G$ rather than about the model as a whole. **Substantive argument.** The strongest reasons to expect non-normality are not statistical at all, and Li and Cai [-@li_summed_2018, § 1] set out two, following Woods (2006). Severe symptoms of psychological disorders are rare in the general population and most people sit at low levels, so a symptom trait should be **positively skewed** — the skew is a fact about prevalence, not about measurement. And when a sample combines two or more subpopulations with different means, calibrating items against the combined population makes normality suspect and **multimodality** likely. To these the design literature adds floor and ceiling effects and explicit selection, both of which truncate rather than deform. Li and Cai [-@li_summed_2018] are read for their procedure, their focused-power result, the $M_2$ comparison, and their § 1 summary of Woods's (2006) substantive arguments; Woods (2006) is held but was not read for this chapter and is cited through Li and Cai under R5.","claim-bearing narrative citation","2026-08-06"
"NARR-LI-SUMMED-2018-14-FLEXIBLE-ALTERNATIVES","li_summed_2018","book/chapters/14-flexible-alternatives.qmd",31,"local PDF pages 2/29/3; strongest full-text match p. 2 on: experience, numerically, selection, method, less, stable, estimating, curves","Its most-used form is the **empirical histogram**: $G$ is left free at the quadrature points and estimated as a discrete distribution over them. It can represent any shape the grid can resolve and it needs no functional form at all. What it costs is stability — Li and Cai [-@li_summed_2018] report from their own experience that the empirical histogram ""is often less stable numerically than the standard normal prior,"" which is a mild way of saying that a free parameter at every quadrature point is a great many parameters. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-LO-CLASS-1984-15-DIRICHLET-PROCESS","lo_class_1984","book/chapters/15-dirichlet-process.qmd",199,"local PDF pages 2/8/3; strongest full-text match p. 2 on: iven, normalized, random, 1984, kernel, finite, irichlet, sample","Lo [-@lo_class_1984] supplies the step that makes the DP usable. Given a positive normalized kernel $K(x,u)$ and a finite measure $\alpha$, he constructs a random density by **convolving the kernel with a Dirichlet random probability**: @eq-dpm is Lo [-@lo_class_1984, § 2], read directly, including the no-sample Bayes estimator $\int K(x,u)\,G_0(du)$ from which the ""centred on the parametric model"" observation follows.","claim-bearing narrative citation","2026-08-06"
"NARR-LORD-UNBIASED-1983-06-PERSON-PARAMETER-ESTIMATION","lord_unbiased_1983","book/chapters/06-person-parameter-estimation.qmd",61,"local PDF pages 1/12/10; strongest full-text match p. 1 on: 1983, closely, methods, prior, general, solve, three, bias","Lord [-@lord_unbiased_1983] gives the asymptotic bias of the ML ability estimate, of order $I^{-1}$: The unification of @sec-ch06-family is Warm's [-@warm_weighted_1989], and this chapter follows his development closely because it is clearer than the usual three-methods presentation: his equations (3) through (5) give the family, (6) is Lord's [-@lord_unbiased_1983] bias expression, (7) is Lord's (1984) result for the Bayesian modal estimator under a standard normal prior, (8) is the conjecture that the bias of the general member picks up one extra term, and (9) and (10) solve for the weight and state the estimating equation. @thm-warm is his Theorem, proved in his appendix; the remark on generality is Hinkley's, reported there.","claim-bearing narrative citation","2026-08-06"
"NARR-MICCERI-UNICORN-1989-13-NON-NORMALITY","micceri_unicorn_1989","book/chapters/13-non-normality.qmd",20,"local PDF pages 1/6/7; strongest full-text match p. 1 on: 1989, severe, significantly, classes, preferences, evidence, multimodalities, modes","Micceri [-@micceri_unicorn_1989] surveyed 440 large-sample achievement and psychometric measures and found **all of them** significantly non-normal at $\alpha = .01$. He catalogued several classes of departure: tail weights ranging from uniform to double exponential, exponential-level asymmetry, severe digit preferences, multimodalities, and modes lying outside the interval between the mean and the median. Micceri [-@micceri_unicorn_1989] is read directly: the count of 440 measures, the $\alpha = .01$ result, the catalogue of contamination classes, and his own description of the measures as discrete and bounded are all from his abstract and introduction. The reading of his paper as evidence about *observed* rather than latent distributions is a statement about what the paper says, not a criticism of it; the misreading belongs to the citing literature.","claim-bearing narrative citation","2026-08-06"
"NARR-MILLER-MIXTURE-2018-14-FLEXIBLE-ALTERNATIVES","miller_mixture_2018","book/chapters/14-flexible-alternatives.qmd",118,"local PDF pages 15/7/14; strongest full-text match p. 15 on: population, need, different, concentration, mixtures, process, component, over","One response is the Dirichlet process mixture of @sec-ch15: the analyst specifies a concentration parameter governing how readily new occupied clusters appear, and obtains a posterior over the **sample partition count**. That quantity is not a population component order. A different response is a mixture-of-finite-mixtures prior, which places a prior and posterior directly on a finite population component count [@miller_mixture_2018]. The two models answer different complexity questions; neither removes the need to state the prior.","claim-bearing narrative citation","2026-08-06"
"NARR-MILLER-MIXTURE-2018-15-DIRICHLET-PROCESS","miller_mixture_2018","book/chapters/15-dirichlet-process.qmd",298,"local PDF pages 2/4/5; strongest full-text match p. 2 on: name, iller, directly, choice, finite, prior, components, mixture","Miller and Harrison [-@miller_mixture_2018] name the alternative: put a prior directly on the number of components in a finite mixture, which makes the cluster-count prior explicit rather than induced. @sec-ch14 is where that comparison belongs, and nothing in this chapter argues that the DP is the only defensible choice.","claim-bearing narrative citation","2026-08-06"
"NARR-MISLEVY-ESTIMATING-1984-14-FLEXIBLE-ALTERNATIVES","mislevy_estimating_1984","book/chapters/14-flexible-alternatives.qmd",21,"local PDF pages 1/2/19; strongest full-text match p. 1 on: islevy, 1984, asymptotic, including, without, tests, estimating, parameter","The first move is the oldest. Mislevy [-@mislevy_estimating_1984] gives maximum likelihood equations for the population parameters of $g(\theta \mid \alpha)$ estimated ""directly from the observed responses; i.e., without estimating an ability parameter for each subject,"" together with asymptotic standard errors and tests of fit. This is the marginal machinery of @sec-ch05-mml turned on $G$ itself rather than only on $\boldsymbol\beta$, and it is the point at which $G$ becomes an object of estimation. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-MISLEVY-ESTIMATING-1992-08-RELIABILITY","mislevy_estimating_1992","book/chapters/08-reliability.qmd",433,"local PDF pages 16/23/20; strongest full-text match p. 16 on: secondary, estimating, posterior, both, form, design, variance, measurement","@eq-ctt and @eq-rho-ctt, the five equivalences, the over- and under-dispersion identities @eq-overdisp and @eq-underdisp, the two reliability forms @eq-rel-subtract and @eq-rel-add, and the measurement-design-effect framing are Adams [-@adams_reliability_2005], who attributes the person-separation form to Wright and Stone (1979) and the posterior-variance identity to Verhelst (2001) and to Mislevy et al. [-@mislevy_estimating_1992]; neither Wright and Stone (1979) nor Verhelst (2001) is held, and both are cited as secondary through Adams under R5.","claim-bearing narrative citation","2026-08-06"
"NARR-MIYAZAKI-BAYESIAN-2009-16-DPM-PRIORS","miyazaki_bayesian_2009","book/chapters/16-dpm-priors.qmd",23,"local PDF pages 2/1/18; strongest full-text match p. 2 on: computational, uncan, achern, different, limited, 2008, paper, 2009","Duncan and MacEachern [-@duncan_nonparametric_2008] give the nonparametric-Bayes treatment of the ability distribution in the item-response setting. Miyazaki and Hoshino [-@miyazaki_bayesian_2009] attack a different target with the same tool: their concern is that logistic and normal-ogive item characteristic curves admit ""only limited patterns of shapes,"" so the model may not fit, and their semiparametric construction relaxes the *item* side rather than the person side. San Martín et al. [-@sanmartin_bayesian_2011] are the identification paper and are the source @sec-ch16-identification rests on. Paganin et al. [-@paganin_computational_2022] are the computational and practical reference. The companion package draws on that parameterization, but its current defaults must be read from package source rather than attributed wholesale to the paper.","claim-bearing narrative citation","2026-08-06"
"NARR-MONROE-ESTIMATION-2014-14-FLEXIBLE-ALTERNATIVES","monroe_estimation_2014","book/chapters/14-flexible-alternatives.qmd",56,"local PDF pages 27/1/2; strongest full-text match p. 27 on: ability, inference, islevy, 1984, population, avidian, 2007, hissen","The first is that they are **maximum-likelihood** procedures, so they produce a point estimate of $G$ and not a posterior over it. That is not a defect; it is a different object, and @sec-ch14-posterior says when the difference bites. Monroe and Cai [-@monroe_estimation_2014] point out a concrete consequence: the original EM implementation of RC-IRT ""does not produce the parameter covariance matrix as an automatic byproduct on convergence,"" which limits the inference procedures available, and their paper exists to supply it. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-MURUGIAH-SELECTING-2012-15-DIRICHLET-PROCESS","murugiah_selecting_2012","book/chapters/15-dirichlet-process.qmd",257,"local PDF pages 1/4/2; strongest full-text match p. 1 on: diffuse, strategies, murugiah, develop, proper, variance, rather, ayes","The sources differ in both target and method. Paganin et al. examine the induced mean and variance of $K_N$ and use different Gamma priors in their simulation and real-data analyses; they do not advocate one universal reproducibility prior. Antonelli et al. [-@antonelli_mitigating_2016] compare moment matching, diffuse Gamma, Kullback--Leibler, fixed-$\alpha$, empirical-Bayes and importance-sampling strategies. Lee et al. [-@lee_improving_2025] elicit an entire distribution for $K$ through a chi-square construction and fit a Gamma hyperprior by Dorazio's KL method, rather than matching only $\operatorname{E}[K_J]$. Murugiah and Sweeting [-@murugiah_selecting_2012] develop a selection framework both with and without subjective information and provide defaults. Dorazio [-@dorazio_selecting_2009] and Rodríguez [-@rodriguez_jeffreys_2013] supply induced-cluster and objective routes; Rodríguez's Ewens Jeffreys prior is proper but has **no finite moments**. Vicentini and Jermyn [-@vicentini_prior_2025] pose the current question: specify $p(\alpha\mid\eta)$ through quantities for which “meaningful” prior information can actually be expressed.","claim-bearing narrative citation","2026-08-06"
